,codigo,sintomas
5851,M84.2,Sintomas no encontrados
5852,M84.3,Sintomas no encontrados
5853,M84.4,Sintomas no encontrados
5854,M84.8,Sintomas no encontrados
5855,M84.9,Sintomas no encontrados
5856,M85,Sintomas no encontrados
5857,M85.0,Sintomas no encontrados
5858,M85.1,Sintomas no encontrados
5859,M85.2,Sintomas no encontrados
5860,M85.3,Sintomas no encontrados
5861,M85.4,Sintomas no encontrados
5862,M85.5,"Pain, swelling, pressure related neurological symptoms[1]"
5863,M85.6,Sintomas no encontrados
5864,M85.8,Sintomas no encontrados
5865,M85.9,Sintomas no encontrados
5866,M86,"Pain in a specific bone, overlying redness, fever, weakness[1]"
5867,M86.0,Sintomas no encontrados
5868,M86.1,Sintomas no encontrados
5869,M86.2,Sintomas no encontrados
5870,M86.3,Sintomas no encontrados
5871,M86.4,Sintomas no encontrados
5872,M86.5,Sintomas no encontrados
5873,M86.6,Sintomas no encontrados
5874,M86.8,Sintomas no encontrados
5875,M86.9,Sintomas no encontrados
5876,M87,"Joint pain, decreased ability to move[1]"
5877,M87.0,Sintomas no encontrados
5878,M87.1,Sintomas no encontrados
5879,M87.2,Sintomas no encontrados
5880,M87.3,Sintomas no encontrados
5881,M87.8,Sintomas no encontrados
5882,M87.9,Sintomas no encontrados
5883,M88,Sintomas no encontrados
5884,M88.0,Sintomas no encontrados
5885,M88.8,Sintomas no encontrados
5886,M88.9,Sintomas no encontrados
5887,M89,Sintomas no encontrados
5888,M89.0,Sintomas no encontrados
5889,M89.1,Sintomas no encontrados
5890,M89.2,Sintomas no encontrados
5891,M89.3,Sintomas no encontrados
5892,M89.4,Sintomas no encontrados
5893,M89.5,Sintomas no encontrados
5894,M89.6,Sintomas no encontrados
5895,M89.8,Sintomas no encontrados
5896,M89.9,Sintomas no encontrados
5897,M90,Sintomas no encontrados
5898,M90.0,Sintomas no encontrados
5899,M90.1,Sintomas no encontrados
5900,M90.2,Sintomas no encontrados
5901,M90.3,Sintomas no encontrados
5902,M90.4,Sintomas no encontrados
5903,M90.5,Sintomas no encontrados
5904,M90.6,Sintomas no encontrados
5905,M90.7,Sintomas no encontrados
5906,M90.8,Sintomas no encontrados
5907,M91,Sintomas no encontrados
5908,M91.0,Sintomas no encontrados
5909,M91.1,Sintomas no encontrados
5910,M91.2,Sintomas no encontrados
5911,M91.3,Sintomas no encontrados
5912,M91.8,Sintomas no encontrados
5913,M91.9,Sintomas no encontrados
5914,M92,Sintomas no encontrados
5915,M92.0,Sintomas no encontrados
5916,M92.1,Sintomas no encontrados
5917,M92.2,Sintomas no encontrados
5918,M92.3,Sintomas no encontrados
5919,M92.4,Sintomas no encontrados
5920,M92.5,Sintomas no encontrados
5921,M92.6,Sintomas no encontrados
5922,M92.7,Sintomas no encontrados
5923,M92.8,Sintomas no encontrados
5924,M92.9,Sintomas no encontrados
5925,M93,Sintomas no encontrados
5926,M93.0,Sintomas no encontrados
5927,M93.1,Sintomas no encontrados
5928,M93.2,Sintomas no encontrados
5929,M93.8,Sintomas no encontrados
5930,M93.9,Sintomas no encontrados
5931,M94,Sintomas no encontrados
5932,M94.0,Sintomas no encontrados
5933,M94.1,Sintomas no encontrados
5934,M94.2,Sintomas no encontrados
5935,M94.3,Sintomas no encontrados
5936,M94.8,Sintomas no encontrados
5937,M94.9,Sintomas no encontrados
5938,M95,Sintomas no encontrados
5939,M95.0,Sintomas no encontrados
5940,M95.1,Sintomas no encontrados
5941,M95.2,Sintomas no encontrados
5942,M95.3,Sintomas no encontrados
5943,M95.4,Sintomas no encontrados
5944,M95.5,Sintomas no encontrados
5945,M95.8,Sintomas no encontrados
5946,M95.9,Sintomas no encontrados
5947,M96,Sintomas no encontrados
5948,M96.0,Sintomas no encontrados
5949,M96.1,Sintomas no encontrados
5950,M96.2,Sintomas no encontrados
5951,M96.3,Sintomas no encontrados
5952,M96.4,Sintomas no encontrados
5953,M96.5,Sintomas no encontrados
5954,M96.6,Sintomas no encontrados
5955,M96.8,Sintomas no encontrados
5956,M96.9,Sintomas no encontrados
5957,M99,Sintomas no encontrados
5958,M99.0,Sintomas no encontrados
5959,M99.1,Sintomas no encontrados
5960,M99.2,Sintomas no encontrados
5961,M99.3,Sintomas no encontrados
5962,M99.4,Sintomas no encontrados
5963,M99.5,Sintomas no encontrados
5964,M99.6,Sintomas no encontrados
5965,M99.7,Sintomas no encontrados
5966,M99.8,Sintomas no encontrados
5967,M99.9,Sintomas no encontrados
5968,N00,Oliguria[2]
5969,N00.0,Sintomas no encontrados
5970,N00.1,Sintomas no encontrados
5971,N00.2,Sintomas no encontrados
5972,N00.3,Sintomas no encontrados
5973,N00.4,Sintomas no encontrados
5974,N00.5,Sintomas no encontrados
5975,N00.6,Sintomas no encontrados
5976,N00.7,Sintomas no encontrados
5977,N00.8,Sintomas no encontrados
5978,N00.9,Sintomas no encontrados
5979,N01,Sintomas no encontrados
5980,N01.0,Sintomas no encontrados
5981,N01.1,Sintomas no encontrados
5982,N01.2,Sintomas no encontrados
5983,N01.3,Sintomas no encontrados
5984,N01.4,Sintomas no encontrados
5985,N01.5,Sintomas no encontrados
5986,N01.6,Sintomas no encontrados
5987,N01.7,Sintomas no encontrados
5988,N01.8,Sintomas no encontrados
5989,N01.9,Sintomas no encontrados
5990,N02,Sintomas no encontrados
5991,N02.0,Sintomas no encontrados
5992,N02.1,Sintomas no encontrados
5993,N02.2,Sintomas no encontrados
5994,N02.3,Sintomas no encontrados
5995,N02.4,Sintomas no encontrados
5996,N02.5,Sintomas no encontrados
5997,N02.6,Sintomas no encontrados
5998,N02.7,Sintomas no encontrados
5999,N02.8,Sintomas no encontrados
6000,N02.9,Sintomas no encontrados
6001,N03,Oliguria[2]
6002,N03.0,Sintomas no encontrados
6003,N03.1,Sintomas no encontrados
6004,N03.2,Sintomas no encontrados
6005,N03.3,Sintomas no encontrados
6006,N03.4,Sintomas no encontrados
6007,N03.5,Sintomas no encontrados
6008,N03.6,Sintomas no encontrados
6009,N03.7,Sintomas no encontrados
6010,N03.8,Sintomas no encontrados
6011,N03.9,Sintomas no encontrados
6012,N04,"Swelling, weight gain, feeling tired, foamy urine[1]"
6013,N04.0,Sintomas no encontrados
6014,N04.1,Sintomas no encontrados
6015,N04.2,Sintomas no encontrados
6016,N04.3,Sintomas no encontrados
6017,N04.4,Sintomas no encontrados
6018,N04.5,Sintomas no encontrados
6019,N04.6,Sintomas no encontrados
6020,N04.7,Sintomas no encontrados
6021,N04.8,Sintomas no encontrados
6022,N04.9,Sintomas no encontrados
6023,N05,Sintomas no encontrados
6024,N05.0,Sintomas no encontrados
6025,N05.1,Sintomas no encontrados
6026,N05.2,Sintomas no encontrados
6027,N05.3,Sintomas no encontrados
6028,N05.4,Sintomas no encontrados
6029,N05.5,Sintomas no encontrados
6030,N05.6,Sintomas no encontrados
6031,N05.7,Sintomas no encontrados
6032,N05.8,Sintomas no encontrados
6033,N05.9,Sintomas no encontrados
6034,N06,Sintomas no encontrados
6035,N06.0,Sintomas no encontrados
6036,N06.1,Sintomas no encontrados
6037,N06.2,Sintomas no encontrados
6038,N06.3,Sintomas no encontrados
6039,N06.4,Sintomas no encontrados
6040,N06.5,Sintomas no encontrados
6041,N06.6,Sintomas no encontrados
6042,N06.7,Sintomas no encontrados
6043,N06.8,Sintomas no encontrados
6044,N06.9,Sintomas no encontrados
6045,N07,Sintomas no encontrados
6046,N07.0,Sintomas no encontrados
6047,N07.1,Sintomas no encontrados
6048,N07.2,Sintomas no encontrados
6049,N07.3,Sintomas no encontrados
6050,N07.4,Sintomas no encontrados
6051,N07.5,Sintomas no encontrados
6052,N07.6,Sintomas no encontrados
6053,N07.7,Sintomas no encontrados
6054,N07.8,Sintomas no encontrados
6055,N07.9,Sintomas no encontrados
6056,N08,Sintomas no encontrados
6057,N08.0,Sintomas no encontrados
6058,N08.1,Sintomas no encontrados
6059,N08.2,Sintomas no encontrados
6060,N08.3,Sintomas no encontrados
6061,N08.4,Sintomas no encontrados
6062,N08.5,Sintomas no encontrados
6063,N08.8,Sintomas no encontrados
6064,N10,Sintomas no encontrados
6065,N11,Sintomas no encontrados
6066,N11.0,Sintomas no encontrados
6067,N11.1,Sintomas no encontrados
6068,N11.8,Sintomas no encontrados
6069,N11.9,Sintomas no encontrados
6070,N12,Sintomas no encontrados
6071,N13,Sintomas no encontrados
6072,N13.0,Sintomas no encontrados
6073,N13.1,Sintomas no encontrados
6074,N13.2,Sintomas no encontrados
6075,N13.3,Sintomas no encontrados
6076,N13.4,Sintomas no encontrados
6077,N13.5,Sintomas no encontrados
6078,N13.6,Sintomas no encontrados
6079,N13.7,Sintomas no encontrados
6080,N13.8,Sintomas no encontrados
6081,N13.9,Sintomas no encontrados
6082,N14,Sintomas no encontrados
6083,N14.0,Sintomas no encontrados
6084,N14.1,Sintomas no encontrados
6085,N14.2,Sintomas no encontrados
6086,N14.3,Sintomas no encontrados
6087,N14.4,Sintomas no encontrados
6088,N15,Sintomas no encontrados
6089,N15.0,Sintomas no encontrados
6090,N15.1,Sintomas no encontrados
6091,N15.8,Sintomas no encontrados
6092,N15.9,Sintomas no encontrados
6093,N16,Sintomas no encontrados
6094,N16.0,Sintomas no encontrados
6095,N16.1,Sintomas no encontrados
6096,N16.2,Sintomas no encontrados
6097,N16.3,Sintomas no encontrados
6098,N16.4,Sintomas no encontrados
6099,N16.5,Sintomas no encontrados
6100,N16.8,Sintomas no encontrados
6101,N17,Sintomas no encontrados
6102,N17.0,Sintomas no encontrados
6103,N17.1,Sintomas no encontrados
6104,N17.2,Sintomas no encontrados
6105,N17.8,Sintomas no encontrados
6106,N17.9,Sintomas no encontrados
6107,N18,"Early: None[2]Later: Leg swelling, feeling tired, vomiting, loss of appetite, confusion[2]"
6108,N18.1,Sintomas no encontrados
6109,N18.2,Sintomas no encontrados
6110,N18.3,Sintomas no encontrados
6111,N18.4,Sintomas no encontrados
6112,N18.5,Sintomas no encontrados
6113,N18.9,Sintomas no encontrados
6114,N19,Sintomas no encontrados
6115,N20,Sintomas no encontrados
6116,N20.0,Sintomas no encontrados
6117,N20.1,Sintomas no encontrados
6118,N20.2,Sintomas no encontrados
6119,N20.9,Sintomas no encontrados
6120,N21,Sintomas no encontrados
6121,N21.0,Sintomas no encontrados
6122,N21.1,Sintomas no encontrados
6123,N21.8,Sintomas no encontrados
6124,N21.9,Sintomas no encontrados
6125,N22,Sintomas no encontrados
6126,N22.0,Sintomas no encontrados
6127,N22.8,Sintomas no encontrados
6128,N23,Sintomas no encontrados
6129,N25,Sintomas no encontrados
6130,N25.0,Sintomas no encontrados
6131,N25.1,Sintomas no encontrados
6132,N25.8,Sintomas no encontrados
6133,N25.9,Sintomas no encontrados
6134,N26,Sintomas no encontrados
6135,N27,Sintomas no encontrados
6136,N27.0,Sintomas no encontrados
6137,N27.1,Sintomas no encontrados
6138,N27.9,Sintomas no encontrados
6139,N28,Sintomas no encontrados
6140,N28.0,Sintomas no encontrados
6141,N28.1,Sintomas no encontrados
6142,N28.8,Sintomas no encontrados
6143,N28.9,Sintomas no encontrados
6144,N29,Sintomas no encontrados
6145,N29.0,Sintomas no encontrados
6146,N29.1,Sintomas no encontrados
6147,N29.8,Sintomas no encontrados
6148,N30,"Pain with urination, frequent urination, feeling the need to urinate despite having an empty bladder[1]"
6149,N30.0,"Pain with urination, frequent urination, feeling the need to urinate despite having an empty bladder[1]"
6150,N30.1,Sintomas no encontrados
6151,N30.2,Sintomas no encontrados
6152,N30.3,Sintomas no encontrados
6153,N30.4,Sintomas no encontrados
6154,N30.8,Sintomas no encontrados
6155,N30.9,Sintomas no encontrados
6156,N31,Sintomas no encontrados
6157,N31.0,Sintomas no encontrados
6158,N31.1,Sintomas no encontrados
6159,N31.2,Sintomas no encontrados
6160,N31.8,Sintomas no encontrados
6161,N31.9,Sintomas no encontrados
6162,N32,Sintomas no encontrados
6163,N32.0,Sintomas no encontrados
6164,N32.1,Sintomas no encontrados
6165,N32.2,Sintomas no encontrados
6166,N32.3,Sintomas no encontrados
6167,N32.4,Sintomas no encontrados
6168,N32.8,Sintomas no encontrados
6169,N32.9,Sintomas no encontrados
6170,N33,Sintomas no encontrados
6171,N33.0,Sintomas no encontrados
6172,N33.8,Sintomas no encontrados
6173,N34,Sintomas no encontrados
6174,N34.0,Sintomas no encontrados
6175,N34.1,Sintomas no encontrados
6176,N34.2,Sintomas no encontrados
6177,N34.3,Sintomas no encontrados
6178,N35,Sintomas no encontrados
6179,N35.0,Sintomas no encontrados
6180,N35.1,Sintomas no encontrados
6181,N35.8,Sintomas no encontrados
6182,N35.9,Sintomas no encontrados
6183,N36,Sintomas no encontrados
6184,N36.0,Sintomas no encontrados
6185,N36.1,Sintomas no encontrados
6186,N36.2,Sintomas no encontrados
6187,N36.3,Sintomas no encontrados
6188,N36.8,Sintomas no encontrados
6189,N36.9,Sintomas no encontrados
6190,N37,Sintomas no encontrados
6191,N37.0,Sintomas no encontrados
6192,N37.8,Sintomas no encontrados
6193,N39,Sintomas no encontrados
6194,N39.0,Sintomas no encontrados
6195,N39.1,Sintomas no encontrados
6196,N39.2,Sintomas no encontrados
6197,N39.3,Sintomas no encontrados
6198,N39.4,Sintomas no encontrados
6199,N39.8,Sintomas no encontrados
6200,N39.9,Sintomas no encontrados
6201,N40,"Frequent urination, trouble starting to urinate, weak stream, inability to urinate, loss of bladder control[1]"
6202,N41,Sintomas no encontrados
6203,N41.0,Sintomas no encontrados
6204,N41.1,Sintomas no encontrados
6205,N41.2,Sintomas no encontrados
6206,N41.3,Sintomas no encontrados
6207,N41.8,Sintomas no encontrados
6208,N41.9,Sintomas no encontrados
6209,N42,Sintomas no encontrados
6210,N42.0,Sintomas no encontrados
6211,N42.1,Sintomas no encontrados
6212,N42.2,Sintomas no encontrados
6213,N42.3,Sintomas no encontrados
6214,N42.8,Sintomas no encontrados
6215,N42.9,Sintomas no encontrados
6216,N43,Sintomas no encontrados
6217,N43.0,Sintomas no encontrados
6218,N43.1,Sintomas no encontrados
6219,N43.2,Sintomas no encontrados
6220,N43.3,Sintomas no encontrados
6221,N43.4,Sintomas no encontrados
6222,N44,"Severe testicular pain, elevated testicle[1]"
6223,N45,Sintomas no encontrados
6224,N45.0,Sintomas no encontrados
6225,N45.9,Sintomas no encontrados
6226,N46,Sintomas no encontrados
6227,N47,Sintomas no encontrados
6228,N48,Sintomas no encontrados
6229,N48.0,Sintomas no encontrados
6230,N48.1,Sintomas no encontrados
6231,N48.2,Sintomas no encontrados
6232,N48.3,Penis remains erect for hours[3]
6233,N48.4,Sintomas no encontrados
6234,N48.5,Sintomas no encontrados
6235,N48.6,Sintomas no encontrados
6236,N48.8,Sintomas no encontrados
6237,N48.9,Sintomas no encontrados
6238,N49,Sintomas no encontrados
6239,N49.0,Sintomas no encontrados
6240,N49.1,Sintomas no encontrados
6241,N49.2,Sintomas no encontrados
6242,N49.8,Sintomas no encontrados
6243,N49.9,Sintomas no encontrados
6244,N50,Sintomas no encontrados
6245,N50.0,Sintomas no encontrados
6246,N50.1,Sintomas no encontrados
6247,N50.8,Sintomas no encontrados
6248,N50.9,Sintomas no encontrados
6249,N51,Sintomas no encontrados
6250,N51.0,Sintomas no encontrados
6251,N51.1,Sintomas no encontrados
6252,N51.2,Sintomas no encontrados
6253,N51.8,Sintomas no encontrados
6254,N60,"Breast pain, breast cysts, breast masses[2]"
6255,N60.0,Sintomas no encontrados
6256,N60.1,"Breast pain, breast cysts, breast masses[2]"
6257,N60.2,Sintomas no encontrados
6258,N60.3,"Breast pain, breast cysts, breast masses[2]"
6259,N60.4,"nipple retraction, inversion, pain, green-brown discharge"
6260,N60.8,Sintomas no encontrados
6261,N60.9,Sintomas no encontrados
6262,N61,Sintomas no encontrados
6263,N62,Sintomas no encontrados
6264,N63,Sintomas no encontrados
6265,N64,Sintomas no encontrados
6266,N64.0,Sintomas no encontrados
6267,N64.1,Sintomas no encontrados
6268,N64.2,Sintomas no encontrados
6269,N64.3,Sintomas no encontrados
6270,N64.4,Sintomas no encontrados
6271,N64.5,Sintomas no encontrados
6272,N64.8,Sintomas no encontrados
6273,N64.9,Sintomas no encontrados
6274,N70,Sintomas no encontrados
6275,N70.0,Sintomas no encontrados
6276,N70.1,Sintomas no encontrados
6277,N70.9,Sintomas no encontrados
6278,N71,Sintomas no encontrados
6279,N71.0,Sintomas no encontrados
6280,N71.1,Sintomas no encontrados
6281,N71.9,Sintomas no encontrados
6282,N72,Sintomas no encontrados
6283,N73,Sintomas no encontrados
6284,N73.0,Sintomas no encontrados
6285,N73.1,Sintomas no encontrados
6286,N73.2,Sintomas no encontrados
6287,N73.3,Sintomas no encontrados
6288,N73.4,Sintomas no encontrados
6289,N73.5,Sintomas no encontrados
6290,N73.6,Sintomas no encontrados
6291,N73.8,Sintomas no encontrados
6292,N73.9,Sintomas no encontrados
6293,N74,Sintomas no encontrados
6294,N74.0,Sintomas no encontrados
6295,N74.1,Sintomas no encontrados
6296,N74.2,Sintomas no encontrados
6297,N74.3,Sintomas no encontrados
6298,N74.4,Sintomas no encontrados
6299,N74.8,Sintomas no encontrados
6300,N75,Sintomas no encontrados
6301,N75.0,Sintomas no encontrados
6302,N75.1,Sintomas no encontrados
6303,N75.8,Sintomas no encontrados
6304,N75.9,Sintomas no encontrados
6305,N76,Sintomas no encontrados
6306,N76.0,Sintomas no encontrados
6307,N76.1,Sintomas no encontrados
6308,N76.2,Sintomas no encontrados
6309,N76.3,Sintomas no encontrados
6310,N76.4,Sintomas no encontrados
6311,N76.5,Sintomas no encontrados
6312,N76.6,Sintomas no encontrados
6313,N76.8,Sintomas no encontrados
6314,N77,Sintomas no encontrados
6315,N77.0,Sintomas no encontrados
6316,N77.1,Sintomas no encontrados
6317,N77.8,Sintomas no encontrados
6318,N80,"Pelvic pain, infertility[1]"
6319,N80.0,Sintomas no encontrados
6320,N80.1,Sintomas no encontrados
6321,N80.2,Sintomas no encontrados
6322,N80.3,Sintomas no encontrados
6323,N80.4,Sintomas no encontrados
6324,N80.5,Sintomas no encontrados
6325,N80.6,Sintomas no encontrados
6326,N80.8,Sintomas no encontrados
6327,N80.9,Sintomas no encontrados
6328,N81,Sintomas no encontrados
6329,N81.0,Sintomas no encontrados
6330,N81.1,"Trouble starting urination, incomplete urination, urinary incontinence, frequent urination[1]"
6331,N81.2,Sintomas no encontrados
6332,N81.3,Sintomas no encontrados
6333,N81.4,Sintomas no encontrados
6334,N81.5,Sintomas no encontrados
6335,N81.6,Sintomas no encontrados
6336,N81.8,Sintomas no encontrados
6337,N81.9,Sintomas no encontrados
6338,N82,Sintomas no encontrados
6339,N82.0,Sintomas no encontrados
6340,N82.1,Sintomas no encontrados
6341,N82.2,Sintomas no encontrados
6342,N82.3,Sintomas no encontrados
6343,N82.4,Sintomas no encontrados
6344,N82.5,Sintomas no encontrados
6345,N82.8,Sintomas no encontrados
6346,N82.9,Sintomas no encontrados
6347,N83,Sintomas no encontrados
6348,N83.0,Sintomas no encontrados
6349,N83.1,Sintomas no encontrados
6350,N83.2,Sintomas no encontrados
6351,N83.3,Sintomas no encontrados
6352,N83.4,Sintomas no encontrados
6353,N83.5,Pelvic pain[2]
6354,N83.6,Sintomas no encontrados
6355,N83.7,Sintomas no encontrados
6356,N83.8,Sintomas no encontrados
6357,N83.9,Sintomas no encontrados
6358,N84,Sintomas no encontrados
6359,N84.0,Sintomas no encontrados
6360,N84.1,Sintomas no encontrados
6361,N84.2,Sintomas no encontrados
6362,N84.3,Sintomas no encontrados
6363,N84.8,Sintomas no encontrados
6364,N84.9,Sintomas no encontrados
6365,N85,Sintomas no encontrados
6366,N85.0,Sintomas no encontrados
6367,N85.1,Sintomas no encontrados
6368,N85.2,Sintomas no encontrados
6369,N85.3,Sintomas no encontrados
6370,N85.4,Sintomas no encontrados
6371,N85.5,Sintomas no encontrados
6372,N85.6,Sintomas no encontrados
6373,N85.7,Sintomas no encontrados
6374,N85.8,Sintomas no encontrados
6375,N85.9,Sintomas no encontrados
6376,N86,Sintomas no encontrados
6377,N87,Sintomas no encontrados
